sentence,count
pole on sign,43
fence has wire,43
jet has cockpit,43
motorcycle has front wheel,43
spoke on bike,43
clock has hour hand,43
water in pool,43
eye on teddy bear,43
drawer in cabinet,43
window on aircraft,43
child has nose,43
face has eye,43
light of bus,43
leaf growing on plant,43
kitten has paw,43
cake has layer,43
plane has left wing,43
hot dog has mustard,43
house has door,43
white line on court,43
ear belonging to elephant,43
letter painted on sign,43
window built into plane,43
dog has left eye,42
arm on boy,42
teddy bear has paw,42
glass filled with water,42
net across court,42
hair on horse,42
ocean with wave,42
water at beach,42
window has panel,42
wing attached to plane,42
sign has text,42
person wears eyeglass,42
drawer has knob,42
foot of cat,42
claw of bird,42
refrigerator has magnet,42
plate on truck,42
bike has light,42
horse has neck,42
tree has top,42
cloud against blue sky,42
mustache on face,42
sheep in flock,42
hole in doughnut,42
line above road,42
microwave has button,42
house behind fence,41
leg of lamb,41
faucet has handle,41
cockpit on airplane,41
cow has mouth,41
animal has face,41
train with car,41
wall of brick,41
body of giraffe,41
lettering on wall,41
guy has leg,41
doorway on building,41
dog has right ear,41
drawer on dresser,41
person with blonde hair,41
cake has icing,41
nose has nostril,41
person has left foot,41
mask on face,41
sign near pole,41
hand on racket,41
tip of wing,41
sink with faucet,41
hood of car,41
snout of bear,41
nose on horse,41
leg of lady,41
mug has handle,41
tree trunk of tree,41
headlight on van,41
belt has buckle,40
television has screen,40
engine on motorcycle,40
lip on person,40
key on computer keyboard,40
window attached to train,40
light near train,40
polar bear has ear,40
head on animal,40
polar bear has eye,40
plane has right wing,40
feather on head,40
leg belonging to horse,40
rock in wall,40
glass window on train,40
keyboard of computer,40
animal has fur,40
doughnut has hole,40
sauce above pizza,40
fence has slat,40
head light on car,40
umbrella held by person,40
moss on tree,40
lamp shade on lamp,40
image on shirt,40
island in water,40
car has taillight,40
wall in bedroom,40
person extending arm,39
flower has center,39
person has curly hair,39
tire has spoke,39
tub in bathroom,39
hot dog with mustard,39
wine in bottle,39
cow has neck,39
car has plate,39
reflection above water,39
left arm of person,39
branch from tree,39
license plate on vehicle,39
knob on microwave,39
burner above stove,39
water near shore,39
head of broccoli,39
building has floor,39
hair on arm,39
table in living room,39
rock near ocean,39
fingernail of person,39
bird has talon,39
wall near toilet,39
light of truck,39
license plate on back of car,39
rock on road,39
shelf with book,39
zebra has front leg,39
bus with window,39
elephant has face,39
space bar on keyboard,39
clock has minute hand,39
foot of horse,39
cat has neck,39
water of ocean,39
clock with face,39
tree covered in leaf,39
flower growing in grass,39
mouth of sheep,39
animal has mane,39
brick of wall,39
pocket on jean,38
mouth on zebra,38
hair on child,38
hinge on cabinet door,38
front window on train,38
elephant has skin,38
belly of zebra,38
windshield of motorcycle,38
brown hair on person,38
tail on animal,38
foliage on tree,38
hair in pony tail,38
line painted on tennis court,38
player has foot,38
windshield on bike,38
nostril on nose,38
wire on wall,38
wall has stone,38
hair on guy,38
dog has right eye,38
child has arm,38
hand wearing glove,38
front window on bus,38
home has window,38
thumb of hand,38
ear of lamb,38
pole under sign,38
grass of field,38
water with wave,38
people has leg,38
tail light on bus,38
pitcher throwing baseball,38
bird has body,37
license plate on bike,37
elbow on person,37
stair on building,37
shirt with sleeve,37
hair on baby,37
child has mouth,37
building made of stone,37
corner of building,37
cloud on blue sky,37
column part of building,37
bristle on brush,37
propeller on wing,37
scissors has blade,37
vehicle has window,37
bus at bus stop,37
person wearing elbow pad,37
beverage in cup,37
light on back of car,37
pane of window,37
giraffe has marking,37
water in river,37
light on engine,37
crowd of person,37
print on shirt,37
drain in shower,37
window on side train,37
ear above head,37
body of person,37
cloud in clouds sky,37
post for fence,37
headlight of bike,37
pole in fence,37
windshield wipers on bus,37
wave of water,37
bike has front wheel,37
cockpit of jet,37
racket with handle,37
wheel of cart,37
mattress on bed,37
wall in building,37
door on oven,37
ear of teddy bear,36
window on side building,36
leg attached to person,36
arm of player,36
pole supporting fence,36
tree has stem,36
horse has front leg,36
propeller of airplane,36
pole behind fence,36
road with line,36
building has entrance,36
letter on tail,36
head on elephant,36
keyboard with key,36
hair on leg,36
front on train,36
ear belonging to dog,36
mast of boat,36
spot on grass,36
house with window,36
child has ear,36
brick on brick wall,36
wheel attached to skateboard,36
door near plane,36
person has nail,36
part of pole,36
computer has mouse,36
bench with leg,36
animal has hoof,36
bag over shoulder,36
building on window,36
board with wheel,36
plane has letter,35
part of shoe,35
head light on bus,35
handle of toilet,35
polar bear has paw,35
painting in frame,35
suitcase with handle,35
person has skin,35
aircraft has wing,35
peak of mountain,35
tip of tail,35
mirror of motorcycle,35
zebra has stomach,35
door in wall,35
front tire of motorcycle,35
glass on window,35
door near bus,35
goat has leg,35
wall attached to building,35
stone on building,35
door has glass,35
person has red hair,35
person with cat,35
kickstand on bike,35
mirror of bus,35
giraffe has front legs,35
neck on person,35
runway at airport,35
feather on tail,35
sky behind cloud,35
roman numeral on clock face,35
seat in car,35
car has roof,35
bell in tower,35
wing of aircraft,35
nostril on giraffe,34
headlight on engine,34
button on sweater,34
grass has part,34
lamp has lamp shade,34
building with balcony,34
bear has teeth,34
button of remote,34
bar over window,34
person has right ear,34
tree with flower,34
person wears wristband,34
traincar has window,34
boat has motor,34
boat has engine,34
giraffe has brown spots,34
cat with paw,34
small ripples in water,34
wall made of tile,34
tail light of car,34
nose of baby,34
rainbow in sky,34
fence near house,34
building window on building,34
minute hand of clock,34
cloud in air,34
bird with head,34
dog with person,34
button on mouse,34
arm of guy,34
front leg of elephant,34
eye has pupil,34
person with foot,34
license plate of car,34
hair on elephant,34
building with door,34
water near tree,34
body of cat,34
window near wall,34
line above court,34
door of cabinet,34
letter on keyboard,34
roman numberal on clock,33
front legs of giraffe,33
headlight in front of bus,33
horn on sheep,33
dish of food,33
remote control has button,33
hair on animal,33
handlebar of bike,33
key of keyboard,33
tongue of giraffe,33
boat with sail,33
keyboard for computer,33
black hand on clock,33
grass has flower,33
tree has limb,33
mirror of truck,33
beak on duck,33
letter written on sign,33
wheel under train,33
wave above water,33
whisker on dog,33
curtain hanging in window,33
tree full of leaf,33
hand on bat,33
person with facial hair,33
sandwich with meat,33
people with hair,33
banana with spot,33
boy has brown hair,33
windshield wiper on windshield,33
pant on leg,33
fingernail on hand,33
window in car,33
balcony near building,33
front leg of giraffe,33
window over door,32
hinge of door,32
crust on plate,32
key attached to keyboard,32
tail feathers of bird,32
hubcap on tire,32
left ear of person,32
duck has wing,32
hill has grass,32
person with mouth,32
body of elephant,32
roof of car,32
dirt on floor,32
car has bumper,32
male has hair,32
base of lamp,32
faucet near sink,32
handle of drawer,32
headlight in front of train,32
window in cockpit,32
bead on necklace,32
head light on train,32
engine of motorcycle,32
picture on shirt,32
beak belonging to bird,32
wing has tip,32
shirt worn by human,32
ear on teddy bear,32
people in crowd,32
tile of wall,32
hand with finger,32
wood on floor,32
glass of liquid,32
door to room,31
sand in beach,31
letter in sign,31
wing near airplane,31
front legs of elephant,31
green grass on ground,31
grill on car,31
zebra on plain,31
eye of kid,31
sleeve on arm,31
cow with horn,31
door with handle,31
foot of dog,31
airplane has right wing,31
control on oven,31
island in ocean,31
shoe has shoelace,31
stripe adorning zebra,31
kite has stripe,31
face on sheep,31
knob on dresser,31
wheel of vehicle,31
window of church,31
curtain in front of window,31
head of baby,31
windshield wipers on train,31
panda has ear,31
duck has foot,31
railing on stair,31
cabinet door in kitchen,31
fence on pole,31
people has arm,31
bicycle has handlebar,31
line painted on pavement,31
head light on truck,31
body of zebra,31
face of animal,31
tree with trunk,31
sheep has fur,31
chain on bike,31
building on corner,31
balcony attached to building,31
animal has mouth,31
child has face,31
leaf of bush,31
zebra has front legs,31
trunk on ground,31
handlebar on bicycle,31
teeth of baby,31
window in front of train,30
building has many window,30
front wheel of plane,30
wave crashing in water,30
person under tent,30
buckle on belt,30
character on sign,30
lampshade on lamp,30
pole behind sign,30
pole supports sign,30
faucet attached to sink,30
nose on girl,30
window on floor,30
water in pond,30
patch on head,30
motorcycle has engine,30
duck has eye,30
ground has line,30
window forming row,30
candle has flame,30
aircraft has window,30
zebra has nostril,30
grass on hillside,30
beak of duck,30
leaf of flower,30
tusk belonging to elephant,30
nose on boy,30
neck of animal,30
water on shore,30
wheel on skate board,30
bird has tail feathers,30
needle on tree,30
guy has eye,30
track has train,30
door has lock,30
sky covered with cloud,30
ear near head,30
front leg of horse,30
grass in yard,30
arm of lady,30
elephant has front leg,30
window in ceiling,30
line in middle of road,30
dog with eye,30
airplane has jet engine,30
wave above ocean,30
bus has wiper,30
part of handle,30
bike has front tire,30
roof covering building,30
fur of dog,30
part of bench,30
bird has breast,30
wagon has wheel,30
tail of sheep,30
neck of horse,30
spoon in cup,30
windshield on boat,30
hat has brim,29
thumb has nail,29
train has wiper,29
polar bear has leg,29
mound on field,29
dish with food,29
giraffe has body,29
shower has door,29
roof has snow,29
spatula has handle,29
head in water,29
car has side mirror,29
refrigerator with magnet,29
dirt near road,29
eye of kitten,29
headboard behind bed,29
collar has tag,29
roof of tower,29
tree has light,29
text on page,29
finger of boy,29
railing near stair,29
prong of fork,29
line above street,29
dog with ear,29
ear of baby,29
finger has nail,29
forest has tree,29
girl with ponytail,29
tail has tip,29
front tire on motorcycle,29
bag with handle,29
handle of tennis racket,29
windshield on front,29
head with hair,29
basket has handle,29
body of dog,29
line painted on field,29
window on apartment building,29
hair on giraffe,29
neck belonging to giraffe,29
license plate of bus,29
goat has ear,29
aircraft has wheel,29
pole of sign,29
bird in photo,29
grass has leaf,29
lace on sneaker,29
sheep has hoof,29
hair along neck,29
thumb on person,29
bear has neck,29
cover on toilet,29
chair with leg,29
kid riding elephant,29
wrist on person,29
arm near person,28
goat has nose,28
door to bus,28
mirror on scooter,28
column of building,28
flower with leaf,28
visor on helmet,28
mirror near bus,28
keyboard has button,28
ripple of water,28
bear with nose,28
cable on floor,28
jet has window,28
ear belonging to cat,28
water from wave,28
blossom on tree,28
cow has nostril,28
girl has pony tail,28
duck has neck,28
handle on faucet,28
hand on arm,28
bus has roof,28
giraffe with spot,28
dog has tooth,28
tail light on truck,28
window in front building,28
